Paper,Authors,Journal,Peer_reviewed,Year,Link,Experiment_location,Sex,Group,Genus,Species,Strain,Wing_length,Wing_length_info,Rearing_temperature_condition,Temp_data,Rearing_temperature_note,Rearing_density,Larvae_diet,Larval_diet_data,Photoperiod,Notes
"The relationship between wing length, blood meal volume, and fecundity for seven colonies of Anopheles species housed at the Armed Forces Research Institute of Medical Sciences, Bangkok, Thailand",Phasomkusolsil S.; Pantuwattana K.; Tawong J.; Khongtak W.; Kertmanee Y.; Monkanna N.; Klein T. A.; Kim H. C.; McCardle P. W.,Acta Tropica,Y,2015,https://doi.org/10.1016/j.actatropica.2015.09.021,Lab,Female,Anopheles campestris,Anopheles,campestris,AFRIMS,3.4,"3.4 mean, 0.1 SD",25,Y,25,,Single diet,N,"12L, 12D",
"Bulk?up synchronization of successive larval cohorts of Anopheles gambiae and Anopheles coluzzii through temperature reduction at early larval stages: effect on emergence rate, body size and mating success",Zubair Q.; Matthews H.; Sougoufara S.; Mujeeb F.; Ashall S.; Aboagye-Antwi F.; Tripet F.,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03602-8,Lab,Male,Anopheles coluzzii,Anopheles,coluzzii,VK3,2.96,,19,Y,19,200 larvae/ tray,Single diet,N,"12L,12D",
"Bulk?up synchronization of successive larval cohorts of Anopheles gambiae and Anopheles coluzzii through temperature reduction at early larval stages: effect on emergence rate, body size and mating success",Zubair Q.; Matthews H.; Sougoufara S.; Mujeeb F.; Ashall S.; Aboagye-Antwi F.; Tripet F.,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03602-8,Lab,Male,Anopheles coluzzii,Anopheles,coluzzii,VK3,3.02,,27,Y,27,200 larvae/ tray,Single diet,N,"12L,12D",
"Bulk?up synchronization of successive larval cohorts of Anopheles gambiae and Anopheles coluzzii through temperature reduction at early larval stages: effect on emergence rate, body size and mating success",Zubair Q.; Matthews H.; Sougoufara S.; Mujeeb F.; Ashall S.; Aboagye-Antwi F.; Tripet F.,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03602-8,Lab,Female,Anopheles coluzzii,Anopheles,coluzzii,VK3,3.07,,19,Y,19,200 larvae/ tray,Single diet,N,"12L,12D",
"Bulk?up synchronization of successive larval cohorts of Anopheles gambiae and Anopheles coluzzii through temperature reduction at early larval stages: effect on emergence rate, body size and mating success",Zubair Q.; Matthews H.; Sougoufara S.; Mujeeb F.; Ashall S.; Aboagye-Antwi F.; Tripet F.,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03602-8,Lab,Female,Anopheles coluzzii,Anopheles,coluzzii,VK3,3.12,,27,Y,27,200 larvae/ tray,Single diet,N,"12L,12D",
"The relationship between wing length, blood meal volume, and fecundity for seven colonies of Anopheles species housed at the Armed Forces Research Institute of Medical Sciences, Bangkok, Thailand",Phasomkusolsil S.; Pantuwattana K.; Tawong J.; Khongtak W.; Kertmanee Y.; Monkanna N.; Klein T. A.; Kim H. C.; McCardle P. W.,Acta Tropica,Y,2015,https://doi.org/10.1016/j.actatropica.2015.09.022,Lab,Female,Anopheles cracens,Anopheles,cracens,AFRIMS,3.3,"3.3 mean, 0.1 SD",25,Y,25,,Single diet,N,"12L, 12D",
"The relationship between wing length, blood meal volume, and fecundity for seven colonies of Anopheles species housed at the Armed Forces Research Institute of Medical Sciences, Bangkok, Thailand",Phasomkusolsil S.; Pantuwattana K.; Tawong J.; Khongtak W.; Kertmanee Y.; Monkanna N.; Klein T. A.; Kim H. C.; McCardle P. W.,Acta Tropica,Y,2015,https://doi.org/10.1016/j.actatropica.2015.09.023,Lab,Female,Anopheles dirus,Anopheles,dirus,AFRIMS,3.2,"3.2 mean, 0.1 SD",25,Y,25,,Single diet,N,"12L, 12D",
Fitness characteristics of the malaria vector Anopheles funestus during an attempted laboratory colonization,Ngowo H.S. Hape E.E.; Matthiopoulos J.; Ferguson H.M.; Okumu F.O. ,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03677-3,Lab,Female,Anopheles funestus,Anopheles,funestus,Kilombero and Ulanga districts,2.69,,26,Y,26,400-600 larvae per basin,Single diet,N,,
Fitness characteristics of the malaria vector Anopheles funestus during an attempted laboratory colonization,Ngowo H.S. Hape E.E.; Matthiopoulos J.; Ferguson H.M.; Okumu F.O. ,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03677-3,Lab,Female,Anopheles funestus,Anopheles,funestus,"VCRL laboratory, South Africa",2.59,,26,Y,26,400-600 larvae per basin,Single diet,N,,
Assessing the acoustic behaviour of Anopheles gambiae (s.l.) dsxF mutants: implications for vector control,Su M.P.; Georgiades M.; Bagi J.; Kyrou K.; Crisanti A.; Albert J.T.,Parasites & Vectors,Y,2020,https://doi.org/10.1186/s13071-020-04382-x,Lab,Female,Anopheles gambiae,Anopheles,gambiae,"Imperial College London, UK",3.81,"3.81 mean, 0.126 SD",28,Y,28,,Single diet,N,,
Assessing the acoustic behaviour of Anopheles gambiae (s.l.) dsxF mutants: implications for vector control,Su M.P.; Georgiades M.; Bagi J.; Kyrou K.; Crisanti A.; Albert J.T.,Parasites & Vectors,Y,2020,https://doi.org/10.1186/s13071-020-04382-x,Lab,Male,Anopheles gambiae,Anopheles,gambiae,"Imperial College London, UK",3.6,"3.6 mean, 0.153 SD",28,Y,28,,Single diet,N,,
Effects of a blood-free mosquito diet on fitness and gonotrophic cycle parameters of laboratory reared Anopheles gambiae sensu stricto,Mosi F.A.; Rutha I.; Velez R.; Swai J.K.; Mlacha Y.P.; Marques J.; Silveira H.; Tarimo B.B.,Parasites & Vectors,Y,2024,https://doi.org/10.1186/s13071-024-06345-y,Lab,Female,Anopheles gambiae,Anopheles,gambiae,IFAKRA,3.3,3.30 mean,27,Y,27,,Single diet,N,,
Effects of a blood-free mosquito diet on fitness and gonotrophic cycle parameters of laboratory reared Anopheles gambiae sensu stricto,Mosi F.A.; Rutha I.; Velez R.; Swai J.K.; Mlacha Y.P.; Marques J.; Silveira H.; Tarimo B.B.,Parasites & Vectors,Y,2024,https://doi.org/10.1186/s13071-024-06345-y,Lab,Male,Anopheles gambiae,Anopheles,gambiae,IFAKRA,3.17,3.17 mean,27,Y,27,,Single diet,N,,
"Manure and mosquitoes: life history traits of two malaria vector species enhanced by larval exposure to cow dung, whilst chicken dung has a strong negative effect",Hardy H.; Hopkins R.; Mnyone L.; Hawkes F.M.,Parasites & Vectors,Y,2022,https://doi.org/10.1186/s13071-022-05601-3,Lab,Male,Anopheles gambiae,Anopheles,gambiae,Burkina Faso,2.87,,27.5,Y,27.5,,Single diet,N,"12L, 12D",
"Manure and mosquitoes: life history traits of two malaria vector species enhanced by larval exposure to cow dung, whilst chicken dung has a strong negative effect",Hardy H.; Hopkins R.; Mnyone L.; Hawkes F.M.,Parasites & Vectors,Y,2022,https://doi.org/10.1186/s13071-022-05601-3,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Burkina Faso,3.01,,27.5,Y,27.5,,Single diet,N,"12L, 12D",
Larval and adult environmental temperatures influence the adult reproductive traits of Anopheles gambiae s.s,Christiansen-Jucht C.D.; Parham P.E.; Saddler A.; Koella J.C.; Basáñez M.G.,Parasites & Vectors,Y,2015,https://doi.org/10.1186/s13071-015-1053-5,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.24,"3.24 mean, 0.01 SD",23,Y,23,,Single diet,N,"12L, 12D",
Larval and adult environmental temperatures influence the adult reproductive traits of Anopheles gambiae s.s,Christiansen-Jucht C.D.; Parham P.E.; Saddler A.; Koella J.C.; Basáñez M.G.,Parasites & Vectors,Y,2015,https://doi.org/10.1186/s13071-015-1053-5,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.12,"3.12 mean, 0.02 SD",27,Y,27,,Single diet,N,"12L, 12D",
Larval and adult environmental temperatures influence the adult reproductive traits of Anopheles gambiae s.s,Christiansen-Jucht C.D.; Parham P.E.; Saddler A.; Koella J.C.; Basáñez M.G.,Parasites & Vectors,Y,2015,https://doi.org/10.1186/s13071-015-1053-5,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,2.93,"2.93 mean, 0.03 SD",31,Y,31,,Single diet,N,"12L, 12D",
"Bulk?up synchronization of successive larval cohorts of Anopheles gambiae and Anopheles coluzzii through temperature reduction at early larval stages: effect on emergence rate, body size and mating success",Zubair Q.; Matthews H.; Sougoufara S.; Mujeeb F.; Ashall S.; Aboagye-Antwi F.; Tripet F.,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03602-8,Lab,Male,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.04,,19,Y,19,200 larvae/ tray,Single diet,N,"12L,12D",
"Bulk?up synchronization of successive larval cohorts of Anopheles gambiae and Anopheles coluzzii through temperature reduction at early larval stages: effect on emergence rate, body size and mating success",Zubair Q.; Matthews H.; Sougoufara S.; Mujeeb F.; Ashall S.; Aboagye-Antwi F.; Tripet F.,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03602-8,Lab,Male,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.07,,27,Y,27,200 larvae/ tray,Single diet,N,"12L,12D",
"Bulk?up synchronization of successive larval cohorts of Anopheles gambiae and Anopheles coluzzii through temperature reduction at early larval stages: effect on emergence rate, body size and mating success",Zubair Q.; Matthews H.; Sougoufara S.; Mujeeb F.; Ashall S.; Aboagye-Antwi F.; Tripet F.,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03602-8,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.15,,19,Y,19,200 larvae/ tray,Single diet,N,"12L,12D",
"Bulk?up synchronization of successive larval cohorts of Anopheles gambiae and Anopheles coluzzii through temperature reduction at early larval stages: effect on emergence rate, body size and mating success",Zubair Q.; Matthews H.; Sougoufara S.; Mujeeb F.; Ashall S.; Aboagye-Antwi F.; Tripet F.,Malaria Journal,Y,2021,https://doi.org/10.1186/s12936-021-03602-8,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,3.18,,27,Y,27,200 larvae/ tray,Single diet,N,"12L,12D",
Susceptibility of Anopheles gambiae to Natural Plasmodium falciparum Infection: A Comparison between the Well-Established Anopheles gambiae s.s Line and a Newly Established Ugandan Anopheles gambiae s.s. Line,Ayo D.; Onyige I.; Okoth J.; Musasizi E.; Oruni A.; Ramjith J.; Arinaitwe E.; Rek J.C.; Drakeley C.; Staedke S.G.; Donnelly M.J.;Bousema T.; Conrad M.; Blanken S.L.,The American Journal of Tropical Medicine and Hygeine,Y,2023,https://doi.org/10.4269/ajtmh.23-0203,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Busia,2.8,"2.8 median, 2.68-2.88 IQR",32.5,Y,32.5,,Single diet,N,,
Susceptibility of Anopheles gambiae to Natural Plasmodium falciparum Infection: A Comparison between the Well-Established Anopheles gambiae s.s Line and a Newly Established Ugandan Anopheles gambiae s.s. Line,Ayo D.; Onyige I.; Okoth J.; Musasizi E.; Oruni A.; Ramjith J.; Arinaitwe E.; Rek J.C.; Drakeley C.; Staedke S.G.; Donnelly M.J.;Bousema T.; Conrad M.; Blanken S.L.,The American Journal of Tropical Medicine and Hygeine,Y,2023,https://doi.org/10.4269/ajtmh.23-0203,Lab,Female,Anopheles gambiae,Anopheles,gambiae,Kisumu,2.88,"2.88 median, 2.8-2.96 IQR",32.5,Y,32.5,,Single diet,N,,
"Temperature and age, individually and interactively, shape the size, weight, and body composition of adult female mosquitoes",Barr J.S.; Estevez-Lao T.Y.; Khalif M.; Saksena S.; Yarlagadda S.; Farah O.; Shivere Y.; Hillyer J.F.,Journal of Insect Physiology,Y,2023,https://doi.org/10.1016/j.jinsphys.2023.104525,Lab,Female,Anopheles gambiae,Anopheles,gambiae,G3,2.62,2.62 mean,27,Y,27,,Single diet,N,"12L, 12D",
"The relationship between wing length, blood meal volume, and fecundity for seven colonies of Anopheles species housed at the Armed Forces Research Institute of Medical Sciences, Bangkok, Thailand",Phasomkusolsil S.; Pantuwattana K.; Tawong J.; Khongtak W.; Kertmanee Y.; Monkanna N.; Klein T. A.; Kim H. C.; McCardle P. W.,Acta Tropica,Y,2015,https://doi.org/10.1016/j.actatropica.2015.09.024,Lab,Female,Anopheles kleini,Anopheles,kleini,AFRIMS,4.4,"4.4 mean, 0.1 SD",25,Y,25,,Single diet,N,"12L, 12D",
Temperature-dependent variation in Anopheles merus larval head capsule width and adult wing length: implications for anopheline taxonomy,le Sueur D.; Sharp B.L.,Medical and Veterinary Entomology,Y,1991,https://pubmed.ncbi.nlm.nih.gov/1768901/,Field,Female,Anopheles merus,Anopheles,merus,Ophansi,3.7,,18,Y,18,,Single diet,N,,
Temperature-dependent variation in Anopheles merus larval head capsule width and adult wing length: implications for anopheline taxonomy,le Sueur D.; Sharp B.L.,Medical and Veterinary Entomology,Y,1991,https://pubmed.ncbi.nlm.nih.gov/1768901/,Field,Female,Anopheles merus,Anopheles,merus,Ophansi,3.7,,18,Y,18,,Single diet,N,,
Temperature-dependent variation in Anopheles merus larval head capsule width and adult wing length: implications for anopheline taxonomy,le Sueur D.; Sharp B.L.,Medical and Veterinary Entomology,Y,1991,https://pubmed.ncbi.nlm.nih.gov/1768901/,Field,Female,Anopheles merus,Anopheles,merus,Ophansi,3.5,,22,Y,22,,Single diet,N,,
Temperature-dependent variation in Anopheles merus larval head capsule width and adult wing length: implications for anopheline taxonomy,le Sueur D.; Sharp B.L.,Medical and Veterinary Entomology,Y,1991,https://pubmed.ncbi.nlm.nih.gov/1768901/,Field,Female,Anopheles merus,Anopheles,merus,Ophansi,3.4,,22,Y,22,,Single diet,N,,
Temperature-dependent variation in Anopheles merus larval head capsule width and adult wing length: implications for anopheline taxonomy,le Sueur D.; Sharp B.L.,Medical and Veterinary Entomology,Y,1991,https://pubmed.ncbi.nlm.nih.gov/1768901/,Field,Female,Anopheles merus,Anopheles,merus,Ophansi,3.25,,24,Y,24,,Single diet,N,,
Temperature-dependent variation in Anopheles merus larval head capsule width and adult wing length: implications for anopheline taxonomy,le Sueur D.; Sharp B.L.,Medical and Veterinary Entomology,Y,1991,https://pubmed.ncbi.nlm.nih.gov/1768901/,Field,Female,Anopheles merus,Anopheles,merus,Ophansi,3.2,,26,Y,26,,Single diet,N,,
Temperature-dependent variation in Anopheles merus larval head capsule width and adult wing length: implications for anopheline taxonomy,le Sueur D.; Sharp B.L.,Medical and Veterinary Entomology,Y,1991,https://pubmed.ncbi.nlm.nih.gov/1768901/,Field,Female,Anopheles merus,Anopheles,merus,Ophansi,3.15,,25,Y,25,,Single diet,N,,
"The relationship between wing length, blood meal volume, and fecundity for seven colonies of Anopheles species housed at the Armed Forces Research Institute of Medical Sciences, Bangkok, Thailand",Phasomkusolsil S.; Pantuwattana K.; Tawong J.; Khongtak W.; Kertmanee Y.; Monkanna N.; Klein T. A.; Kim H. C.; McCardle P. W.,Acta Tropica,Y,2015,https://doi.org/10.1016/j.actatropica.2015.09.025,Lab,Female,Anopheles minimus,Anopheles,minimus,AFRIMS,2.3,"2.3 mean, 0.1 SD",25,Y,25,,Single diet,N,"12L, 12D",
Photoperiod and the relationship between wing length and body weight in Anopheles quadrimaculatus,Lanciani C.A.,Journal of the American Mosquito Control Association,Y,1992,https://pubmed.ncbi.nlm.nih.gov/1402869/,Lab,Male,Anopheles quadrimaculatus,Anopheles,quadrimaculatus,"Lake Alice, Gainesville, Florida",3.69,"3.69 mean, 0.019 SE",28,Y,28,,Single diet,N,"8L, 16D",Jan-91
Photoperiod and the relationship between wing length and body weight in Anopheles quadrimaculatus,Lanciani C.A.,Journal of the American Mosquito Control Association,Y,1992,https://pubmed.ncbi.nlm.nih.gov/1402869/,Lab,Male,Anopheles quadrimaculatus,Anopheles,quadrimaculatus,"Lake Alice, Gainesville, Florida",3.45,"3.45 mean, 0.016 SE",28,Y,28,,Single diet,N,"16L, 8D",Jan-91
Photoperiod and the relationship between wing length and body weight in Anopheles quadrimaculatus,Lanciani C.A.,Journal of the American Mosquito Control Association,Y,1992,https://pubmed.ncbi.nlm.nih.gov/1402869/,Lab,Male,Anopheles quadrimaculatus,Anopheles,quadrimaculatus,"Lake Alice, Gainesville, Florida",3.61,"3.61 mean, 0.015 SE",28,Y,28,,Single diet,N,"8L, 16D",Jun-91
Photoperiod and the relationship between wing length and body weight in Anopheles quadrimaculatus,Lanciani C.A.,Journal of the American Mosquito Control Association,Y,1992,https://pubmed.ncbi.nlm.nih.gov/1402869/,Lab,Male,Anopheles quadrimaculatus,Anopheles,quadrimaculatus,"Lake Alice, Gainesville, Florida",3.39,"3.39 mean, 0.017 SE",28,Y,28,,Single diet,N,"16L, 8D",Jun-91
Photoperiod and the relationship between wing length and body weight in Anopheles quadrimaculatus,Lanciani C.A.,Journal of the American Mosquito Control Association,Y,1992,https://pubmed.ncbi.nlm.nih.gov/1402869/,Lab,Female,Anopheles quadrimaculatus,Anopheles,quadrimaculatus,"Lake Alice, Gainesville, Florida",4.23,"4.23 mean, 0.033 SE",28,Y,28,,Single diet,N,"8L, 16D",Jan-91
Photoperiod and the relationship between wing length and body weight in Anopheles quadrimaculatus,Lanciani C.A.,Journal of the American Mosquito Control Association,Y,1992,https://pubmed.ncbi.nlm.nih.gov/1402869/,Lab,Female,Anopheles quadrimaculatus,Anopheles,quadrimaculatus,"Lake Alice, Gainesville, Florida",3.86,"3.86 mean, 0.026 SE",28,Y,28,,Single diet,N,"16L, 8D",Jan-91
Photoperiod and the relationship between wing length and body weight in Anopheles quadrimaculatus,Lanciani C.A.,Journal of the American Mosquito Control Association,Y,1992,https://pubmed.ncbi.nlm.nih.gov/1402869/,Lab,Female,Anopheles quadrimaculatus,Anopheles,quadrimaculatus,"Lake Alice, Gainesville, Florida",4.13,"4.13 mean, 0.038 SE",28,Y,28,,Single diet,N,"8L, 16D",Jun-91
Photoperiod and the relationship between wing length and body weight in Anopheles quadrimaculatus,Lanciani C.A.,Journal of the American Mosquito Control Association,Y,1992,https://pubmed.ncbi.nlm.nih.gov/1402869/,Lab,Female,Anopheles quadrimaculatus,Anopheles,quadrimaculatus,"Lake Alice, Gainesville, Florida",3.93,"3.93 mean, 0.031 SE",28,Y,28,,Single diet,N,"16L, 8D",Jun-91
"The relationship between wing length, blood meal volume, and fecundity for seven colonies of Anopheles species housed at the Armed Forces Research Institute of Medical Sciences, Bangkok, Thailand",Phasomkusolsil S.; Pantuwattana K.; Tawong J.; Khongtak W.; Kertmanee Y.; Monkanna N.; Klein T. A.; Kim H. C.; McCardle P. W.,Acta Tropica,Y,2015,https://doi.org/10.1016/j.actatropica.2015.09.026,Lab,Female,Anopheles sawadwongporni,Anopheles,sawadwongporni,AFRIMS,2.9,"2.9 mean, 0.1 SD",25,Y,25,,Single diet,N,"12L, 12D",
"The relationship between wing length, blood meal volume, and fecundity for seven colonies of Anopheles species housed at the Armed Forces Research Institute of Medical Sciences, Bangkok, Thailand",Phasomkusolsil S.; Pantuwattana K.; Tawong J.; Khongtak W.; Kertmanee Y.; Monkanna N.; Klein T. A.; Kim H. C.; McCardle P. W.,Acta Tropica,Y,2015,https://doi.org/10.1016/j.actatropica.2015.09.027,Lab,Female,Anopheles sinensis,Anopheles,sinensis,AFRIMS,4.2,"4.2 mean, 0.1 SD",25,Y,25,,Single diet,N,"12L, 12D",
"Biology, bionomics and life-table studies of Anopheles stephensi (Diptera: Culicidae) in Sri Lanka and estimating the vectorial potential using mathematical approximations",Jude J.; Gunathilaka N.; Udayanaga L.; Fernando D.; Premarathne P.; Wickremasinghe R.; Abeyewickreme W.,Parasitology International,Y,2023,https://doi.org/10.1016/j.parint.2022.102715,Lab,Female,Anopheles stephensi,Anopheles,stephensi,"Jaffna, Sri Lanka",3.3,"3.30 mean, 0.1 SE",28,Y,28,,Single diet,N,,
"Long-term blood-free rearing of Anopheles mosquitoes with no effect on fitness, Plasmodium infectivity nor microbiota composition",Marques J.; Seabra S.G.; Almeida I.; Gomes J.; Alves A.C.; Silveira H.,Scientific Reports,Y,2024,https://doi.org/10.1038/s41598-024-70090-6,Lab,Male,Anopheles stephensi,Anopheles,stephensi,,2.9,,26,Y,26,,Single diet,N,,
"Long-term blood-free rearing of Anopheles mosquitoes with no effect on fitness, Plasmodium infectivity nor microbiota composition",Marques J.; Seabra S.G.; Almeida I.; Gomes J.; Alves A.C.; Silveira H.,Scientific Reports,Y,2024,https://doi.org/10.1038/s41598-024-70090-6,Lab,Female,Anopheles stephensi,Anopheles,stephensi,,3,,26,Y,26,,Single diet,N,,
"Genetic Variations in Bionomics of Culex quinquefasciatus (Diptera: Culicidae) Mosquito Population in Minna, North Central Nigeria",Ukubuiwe A.C.; Olayemi I.K.; Jibrin A.I.,International Journal of Insect Science,Y,2020,https://doi.org/10.4137/IJIS.S32516,Lab,Female,Culex quinquefasciatus,Culex,quinquefasciatus,"Minna, North Central Nigeria",3.15,"3.15 mean, 0.18 SD",28,Y,28,,Single diet,N,"12L, 12D",
"Genetic Variations in Bionomics of Culex quinquefasciatus (Diptera: Culicidae) Mosquito Population in Minna, North Central Nigeria",Ukubuiwe A.C.; Olayemi I.K.; Jibrin A.I.,International Journal of Insect Science,Y,2020,https://doi.org/10.4137/IJIS.S32516,Lab,Male,Culex quinquefasciatus,Culex,quinquefasciatus,"Minna, North Central Nigeria",2.97,"2.97 mean, 0.12 SD",28,Y,28,,Single diet,N,"12L, 12D",
Age modifies the effect of body size on fecundity in Culex quinquefasciatus Say (Diptera: Culicidae).,McCann S.; Day J.F.; Allan S.; Lord C.C.,Journal of Vector Ecology,Y,2009,https://doi.org/10.1111/j.1948-7134.2009.00024.x,Lab,Female,Culex quinquefasciatus,Culex,quinquefasciatus,"Gainesville, Florida",3.06,"3.06 mean, 0.11 SD",26.8,Y,26.8,,Single diet,N,"16L, 8D",
